m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
2,0,1,1,0,2,0,1,3,0,0,0,0,0,0,4,0.8713087192384907,False
2,2,2,0,0,0,0,0,3,1,0,2,1,1,0,0,0.10311838563977523,True
2,0,1,0,3,0,0,0,2,0,2,1,0,1,0,2,0.008096135744838806,True
2,0,2,2,0,0,1,2,0,0,1,1,0,0,3,0,0.06141252383644148,True
2,0,2,0,1,1,4,0,0,0,0,0,0,3,0,1,0.9593578820663947,False
2,0,1,3,0,0,0,0,0,3,1,0,0,0,2,2,0.09790198620698741,True
2,0,0,0,3,1,1,0,0,2,1,0,1,0,0,3,0.8945380315753683,False
2,0,2,0,1,1,0,1,2,1,0,0,0,2,0,2,0.05620016339757813,True
2,0,0,1,3,0,0,3,0,1,0,2,0,0,2,0,0.06462222222222222,True
2,0,1,0,0,3,1,3,0,0,0,1,1,0,0,2,-0.002333731496497168,True
2,1,2,0,0,1,0,0,0,1,3,1,0,0,3,0,0.027201267772466283,True
2,1,0,2,1,0,1,1,1,1,0,1,1,0,2,0,0.07712114468004458,True
2,0,2,0,1,1,1,0,0,3,0,1,3,0,0,0,0.05204692612055355,True
2,2,1,0,0,1,0,0,1,0,3,2,1,0,1,0,0.8993855908027937,False
2,0,0,0,4,0,2,1,1,0,0,1,0,1,1,1,0.05244806206036392,True
2,1,0,3,0,0,0,0,0,3,1,0,3,0,1,0,0.07772377901286985,True
2,2,0,2,0,0,1,1,1,1,0,3,1,0,0,0,0.1751172120753709,True
2,0,0,3,0,1,1,3,0,0,0,1,0,3,0,0,0.11644264811045817,True
2,2,1,0,1,0,0,0,0,3,1,1,1,1,0,1,0.06477946273400013,True
2,0,0,0,4,0,2,1,0,1,0,0,0,2,2,0,0.062996520797221,True
2,2,0,2,0,0,0,3,0,1,0,4,0,0,0,0,0.09556513238420868,True
2,0,0,2,2,0,0,0,2,1,1,0,3,0,0,1,0.05819192937057946,True
2,0,0,3,0,1,2,0,1,0,1,1,1,1,0,1,0.9371790650583788,False
2,1,0,2,1,0,0,2,2,0,0,2,0,2,0,0,0.13385050971814805,True
2,0,0,0,4,0,1,0,1,2,0,1,0,1,0,2,0.02520198039038474,True
2,2,0,0,2,0,0,2,0,2,0,1,2,0,1,0,0.065775,True
2,0,0,3,0,1,0,0,0,1,3,0,1,0,1,2,0.8785815977293596,False
2,0,0,0,3,1,2,2,0,0,0,2,0,0,1,1,0.06604630218531786,True
2,0,0,1,3,0,2,2,0,0,0,0,1,2,1,0,0.07068699837028763,True
2,2,0,1,1,0,1,0,0,0,3,1,1,1,1,0,0.2464326293092485,False
2,3,1,0,0,0,0,0,1,1,2,0,3,0,1,0,0.052939463313756326,True
2,0,1,0,0,3,3,0,0,1,0,2,1,0,1,0,0.0788775846953176,True
2,0,1,2,0,1,2,0,0,2,0,1,0,0,2,1,0.06770029306592472,True
2,0,1,1,1,1,0,0,1,0,3,1,0,0,2,1,0.897962264244211,False
2,1,0,2,0,1,1,3,0,0,0,0,0,4,0,0,0.11612431379915662,True
2,0,1,1,0,2,0,0,2,0,2,0,2,0,0,2,0.8793498253650559,False
2,2,1,0,0,1,2,1,0,1,0,0,3,0,0,1,0.06578488839413267,True
2,0,0,0,0,4,1,1,1,1,0,0,1,2,0,1,0.11654131274046753,True
2,1,1,1,0,1,0,0,1,0,3,1,0,0,3,0,0.10332058816520806,True
2,0,1,2,1,0,0,2,1,0,1,1,0,2,1,0,0.08134788993124854,True
2,2,1,1,0,0,0,2,1,1,0,2,0,0,1,1,0.06899819532430074,True
2,0,0,4,0,0,0,0,3,0,1,0,1,1,2,0,0.6352626664205562,False
2,0,1,0,2,1,0,1,0,1,2,0,0,0,3,1,0.1989599014055139,True
2,2,0,0,1,1,2,1,1,0,0,1,1,0,1,1,0.8373275352014313,False
2,2,0,0,0,2,0,0,0,2,2,3,0,1,0,0,0.919319044288194,False
2,1,1,0,2,0,4,0,0,0,0,0,0,3,1,0,0.09592476557341177,True
2,1,2,1,0,0,2,0,2,0,0,0,0,0,4,0,0.08166716825045404,True
2,1,0,0,0,3,2,0,0,0,2,1,3,0,0,0,0.5548359826973828,False
2,0,0,1,3,0,0,0,1,3,0,0,0,2,2,0,0.06037443630368271,True
2,0,3,1,0,0,1,1,0,0,2,2,0,2,0,0,0.06868801984050885,True
2,1,2,0,0,1,2,2,0,0,0,0,3,0,0,1,0.059170226375936795,True
2,0,1,0,2,1,0,1,0,0,3,0,0,0,3,1,0.8897902900018694,False
2,0,1,1,1,1,0,0,2,2,0,0,1,2,1,0,0.06464839985429141,True
2,0,2,0,0,2,2,0,0,2,0,4,0,0,0,0,0.08699089777755993,True
2,1,1,0,2,0,0,3,1,0,0,2,1,0,0,1,0.053557788816848695,True
2,0,0,1,3,0,0,1,2,1,0,1,2,0,1,0,0.06714858061704114,True
2,0,0,4,0,0,0,0,1,0,3,0,2,1,1,0,0.5994921441464778,False
2,0,2,0,0,2,0,1,0,3,0,1,0,0,3,0,0.026250972858675798,True
2,0,1,0,2,1,1,1,2,0,0,0,0,0,1,3,0.14046292461345503,True
2,1,1,0,2,0,0,0,1,2,1,3,0,0,0,1,0.052457851917576306,True
2,0,0,0,1,3,0,0,4,0,0,3,0,1,0,0,0.9363968686396459,False
2,0,4,0,0,0,3,0,1,0,0,0,0,0,1,3,0.02893331625781095,True
2,1,0,0,3,0,0,1,0,2,1,1,0,1,1,1,0.0386109762028963,True
2,0,3,0,0,1,2,1,0,0,1,0,2,0,2,0,0.04967953610425715,True
2,0,1,3,0,0,2,0,2,0,0,2,1,0,0,1,0.9726354064242181,False
2,2,1,0,0,1,0,2,0,2,0,0,0,3,0,1,0.0452636845405581,True
2,0,1,2,0,1,1,1,1,1,0,4,0,0,0,0,0.17847606631497867,True
2,0,0,2,0,2,0,1,0,3,0,0,1,0,1,2,-0.0014575046688603797,True
2,3,0,0,0,1,0,1,0,3,0,0,0,1,3,0,0.04825080477863853,True
2,2,1,0,0,1,3,0,0,0,1,0,0,2,0,2,0.919481858810643,False
2,0,1,1,2,0,0,3,0,0,1,1,2,0,1,0,0.05286358598191598,True
2,1,1,0,1,1,0,2,1,0,1,0,3,1,0,0,0.06773780992552372,True
2,1,2,0,1,0,0,0,1,2,1,2,0,0,0,2,0.037355146014794775,True
2,0,0,1,0,3,1,0,1,2,0,1,1,2,0,0,0.10676443854343153,True
2,0,0,0,3,1,0,1,3,0,0,1,1,0,2,0,0.06988643231353259,True
2,1,1,2,0,0,2,0,0,2,0,0,2,1,0,1,0.07429470486254126,True
2,0,1,0,1,2,2,1,0,0,1,3,0,0,0,1,0.9183726679515435,False
2,1,2,0,1,0,0,1,1,1,1,0,2,2,0,0,0.0616736004343823,True
2,3,0,0,1,0,1,0,0,1,2,2,1,1,0,0,0.4252575386314794,True
2,0,0,2,0,2,2,0,0,0,2,0,0,0,3,1,0.8974750590883896,False
2,1,2,1,0,0,0,0,1,3,0,0,0,2,1,1,0.05536568351561805,True
2,0,1,0,3,0,0,0,1,0,3,1,1,0,2,0,0.010062059768015436,True
2,1,0,0,0,3,1,1,2,0,0,1,0,0,0,3,0.8712150634186832,False
2,2,0,1,1,0,1,0,2,1,0,1,0,0,3,0,0.0832627295305356,True
2,3,1,0,0,0,1,0,1,2,0,1,0,1,0,2,0.08760056426778133,True
2,2,0,2,0,0,3,0,0,0,1,2,1,0,1,0,0.9643770538130558,False
2,1,1,1,1,0,0,1,0,2,1,2,0,2,0,0,0.09619016337868314,True
2,1,0,2,1,0,0,0,2,2,0,2,1,0,1,0,0.08111600667880511,True
2,1,0,2,1,0,3,1,0,0,0,3,0,0,1,0,0.16978647144779913,True
2,0,0,1,3,0,0,3,0,1,0,0,4,0,0,0,0.0667888888888889,True
2,0,4,0,0,0,1,0,0,1,2,3,0,0,0,1,0.027724761641311577,True
2,0,2,1,1,0,1,0,1,1,1,1,0,1,2,0,0.061205186267110405,True
2,0,2,2,0,0,0,1,3,0,0,1,0,3,0,0,0.1382933751203634,True
2,1,0,1,0,2,0,1,3,0,0,1,0,2,0,1,0.937321162639109,False
2,3,0,0,1,0,1,2,0,1,0,1,0,0,0,3,0.032189117648896995,True
2,0,3,1,0,0,1,3,0,0,0,0,1,3,0,0,0.08344234850679996,True
2,0,1,0,2,1,1,0,0,2,1,0,1,3,0,0,0.24466206875666438,True
2,1,1,0,1,1,4,0,0,0,0,1,0,1,2,0,0.41234486984520663,True
2,0,2,0,1,1,2,0,1,1,0,3,0,0,1,0,0.10875086753570903,True
2,0,1,2,0,1,0,1,0,0,3,1,0,0,2,1,0.8985292090050161,False
2,0,3,0,0,1,0,2,0,1,1,1,0,2,1,0,0.1235770845893115,True
2,0,1,2,1,0,2,1,1,0,0,1,1,0,2,0,0.07994520227953904,True
2,0,3,0,0,1,1,1,2,0,0,2,1,0,0,1,0.18089206979438208,True
2,0,4,0,0,0,2,0,1,0,1,3,1,0,0,0,0.06556133718918915,True
2,1,0,2,1,0,0,1,0,3,0,0,3,0,1,0,0.06618310533548337,True
2,0,0,2,0,2,0,3,0,1,0,0,1,0,0,3,-0.010828148227701747,True
2,1,1,1,0,1,1,1,2,0,0,0,0,0,0,4,0.8900002938108297,False
2,0,0,1,3,0,0,1,3,0,0,0,3,0,1,0,0.06981636071591016,True
2,2,1,1,0,0,2,0,1,0,1,1,0,0,0,3,0.9112150634186833,False
2,3,0,0,0,1,1,2,1,0,0,0,2,0,0,2,0.08404860802816384,True
2,0,4,0,0,0,0,0,1,1,2,1,3,0,0,0,0.03490708599469576,True
2,2,1,0,1,0,0,0,3,1,0,2,0,2,0,0,0.12760056426778127,True
2,2,0,0,0,2,1,1,1,1,0,1,0,1,1,1,0.15572889750783594,True
2,0,1,0,0,3,0,1,0,2,1,0,1,2,1,0,0.06231188919804183,True
2,0,1,0,0,3,1,1,0,1,1,0,0,1,1,2,0.8780760920137175,False
2,0,0,1,0,3,0,0,1,3,0,1,0,0,0,3,-0.00010144004539280138,True
2,0,0,3,1,0,3,1,0,0,0,0,4,0,0,0,0.0861242203891824,True
2,0,1,0,1,2,0,0,3,0,1,1,3,0,0,0,0.08224533811318631,True
2,0,2,0,1,1,0,0,1,0,3,0,0,1,2,1,0.8977615816593447,False
2,0,0,0,1,3,0,0,4,0,0,1,0,2,1,0,0.9319545544261028,False
2,1,0,0,0,3,1,0,0,1,2,2,0,0,0,2,0.8597393131941647,False
2,0,2,2,0,0,0,2,1,1,0,0,2,1,0,1,0.05811175787168988,True
2,0,4,0,0,0,1,1,0,0,2,0,2,2,0,0,0.03805848138399402,True
2,0,1,1,0,2,0,0,0,2,2,1,0,1,1,1,0.8984340491493056,False
2,0,2,1,0,1,0,1,1,2,0,1,1,1,1,0,0.05712838776438597,True
2,0,2,0,1,1,4,0,0,0,0,0,0,0,2,2,0.9348190694586734,False
2,0,1,1,1,1,0,0,2,2,0,0,4,0,0,0,0.05725938796377786,True
2,2,1,0,1,0,0,1,0,0,3,0,0,3,0,1,0.11846071147341411,True
2,0,3,0,0,1,1,2,0,1,0,0,2,1,0,1,0.04436463063314473,True
2,0,2,2,0,0,2,0,1,0,1,0,1,1,2,0,0.07452912703100617,True
2,0,1,2,0,1,0,2,1,0,1,1,0,0,0,3,0.8988598010638512,False
2,0,0,3,1,0,0,0,0,0,4,0,2,2,0,0,0.2336643132223926,False
2,1,0,1,0,2,2,0,0,0,2,1,1,1,1,0,0.9040558597371178,False
2,2,0,0,2,0,0,2,0,2,0,0,2,1,1,0,0.065775,True
2,0,0,3,0,1,0,0,2,1,1,1,2,0,1,0,0.16099276564554754,True
2,2,0,0,1,1,2,0,0,1,1,0,1,1,0,2,0.9192175002619211,False
2,1,1,1,1,0,1,1,1,0,1,0,0,0,2,2,0.056897024562602795,True
2,4,0,0,0,0,0,4,0,0,0,0,2,0,1,1,0.062113446460758975,True
2,2,1,0,1,0,2,0,0,0,2,3,0,1,0,0,0.6180609089784608,False
2,1,0,2,1,0,1,0,1,2,0,0,0,0,2,2,0.04792511764420444,True
2,2,1,1,0,0,2,2,0,0,0,1,1,1,1,0,0.09012351071850652,True
2,2,0,0,1,1,0,2,0,1,1,1,1,0,2,0,0.06201878492471524,True
2,0,1,0,3,0,0,0,2,0,2,1,1,1,0,1,0.022316418110970206,True
2,0,1,1,2,0,1,2,0,0,1,0,2,0,1,1,0.040597444714485814,True
2,0,2,0,2,0,1,0,1,1,1,1,1,0,0,2,0.02173346486061817,True
2,1,2,0,0,1,1,0,0,0,3,0,3,0,0,1,0.8948840445269621,False
2,1,0,0,2,1,0,2,1,1,0,1,1,1,0,1,0.05155482605694005,True
2,2,0,2,0,0,0,0,0,3,1,0,3,0,0,1,0.9573411526497199,False
2,0,0,1,3,0,2,0,0,2,0,0,0,0,2,2,0.02760019703496355,True
2,1,1,1,1,0,1,0,3,0,0,1,1,0,1,1,0.12364671968070542,True
2,1,1,1,0,1,0,0,0,2,2,2,1,0,1,0,0.13149413805814858,True
2,2,0,0,0,2,2,0,0,2,0,1,3,0,0,0,0.052189117648896936,True
2,0,0,2,2,0,2,0,0,0,2,0,3,0,1,0,0.04166716825045405,True
2,1,0,3,0,0,0,2,1,1,0,0,4,0,0,0,0.07829208535758928,True
2,1,1,0,1,1,0,3,1,0,0,2,1,0,0,1,0.05254885031238094,True
2,0,1,1,1,1,0,1,1,2,0,0,2,1,0,1,0.043585010553004705,True
2,3,0,0,1,0,3,0,1,0,0,0,2,0,0,2,0.9422693583427881,False
2,0,0,0,4,0,1,1,1,0,1,1,1,0,1,1,0.03221800461741143,True
2,0,0,1,1,2,0,2,1,1,0,0,0,2,2,0,0.041205186267110436,True
2,0,1,1,1,1,0,0,2,2,0,0,0,1,1,2,0.047331664718164385,True
2,0,3,0,1,0,0,0,2,1,1,3,0,1,0,0,0.06840949804930319,True
2,0,3,0,1,0,2,0,0,2,0,0,1,1,0,2,0.0318134380682957,True
2,1,0,0,2,1,0,1,0,3,0,2,0,0,0,2,0.01790736355064949,True
2,1,0,0,0,3,0,1,2,1,0,0,2,1,1,0,0.033396922710032,True
2,1,2,0,1,0,1,0,1,0,2,0,1,1,2,0,0.039945202279539085,True
2,3,0,0,1,0,0,0,1,3,0,0,2,1,1,0,0.06917843728227224,True
2,0,0,2,2,0,0,0,1,1,2,0,1,2,0,1,0.06933213589042785,True
2,1,0,0,1,2,2,0,2,0,0,1,3,0,0,0,0.1594735776719781,True
2,0,1,1,2,0,0,2,2,0,0,0,0,0,2,2,0.03581431566916105,True
2,0,2,0,0,2,0,0,2,0,2,0,0,1,3,0,0.04699089777756,True
2,0,0,3,0,1,0,4,0,0,0,0,1,2,0,1,0.05081989450703573,True
2,3,1,0,0,0,0,1,0,0,3,2,0,1,1,0,0.40401105747682337,True
2,1,1,0,2,0,0,1,2,0,1,0,1,1,0,2,0.03325100320119465,True
2,3,1,0,0,0,0,1,2,1,0,0,3,0,0,1,0.0724967861851334,True
2,0,0,0,1,3,1,0,1,2,0,0,1,1,2,0,0.020222247581376692,True
2,0,4,0,0,0,3,0,0,0,1,0,0,0,2,2,0.024661170160279175,True
2,2,2,0,0,0,2,2,0,0,0,0,0,1,2,1,0.06499038844265852,True
2,1,1,2,0,0,0,1,0,2,1,0,1,1,2,0,0.06988643231371391,True
2,0,0,1,1,2,2,0,2,0,0,0,1,1,0,2,0.9181101118593374,False
2,0,1,0,1,2,0,2,2,0,0,1,1,0,2,0,0.043400565750103946,True
2,1,0,0,0,3,2,0,1,1,0,0,3,0,0,1,0.7938460267861213,False
2,2,0,1,0,1,0,1,2,0,1,0,0,4,0,0,0.954664347340648,False
2,0,3,0,0,1,0,1,1,1,1,0,0,1,0,3,0.8998372554726443,False
2,0,0,1,3,0,1,1,1,0,1,0,1,0,2,1,0.038815885183623104,True
2,0,0,0,0,4,1,0,0,1,2,2,0,1,0,1,0.8595668902341139,False
2,3,0,1,0,0,2,1,0,1,0,1,1,2,0,0,0.17511082456714436,True
2,4,0,0,0,0,1,2,0,0,1,3,0,1,0,0,0.9800068523255319,False
2,2,0,1,1,0,3,0,0,1,0,1,1,0,0,2,0.16136228911061307,True
2,1,2,0,0,1,0,3,0,1,0,3,0,1,0,0,0.06427857975992185,True
2,1,2,0,1,0,0,1,1,2,0,2,2,0,0,0,0.06936871840933599,True
2,2,1,1,0,0,0,1,0,1,2,0,0,0,4,0,0.041629488766599686,True
2,0,2,0,1,1,0,0,2,0,2,1,1,0,2,0,0.05326131456653108,True
2,1,0,0,3,0,0,0,4,0,0,1,2,0,1,0,0.07607011537858178,True
2,1,1,1,0,1,1,1,1,0,1,1,0,0,3,0,0.08699089777755993,True
2,1,1,0,2,0,0,0,0,3,1,1,0,1,1,1,0.04306674140964562,True
2,2,1,0,1,0,0,2,0,0,2,0,0,0,2,2,0.02433896045584006,True
2,0,2,0,2,0,2,0,0,0,2,0,1,0,3,0,0.029160015560352064,True
2,2,0,0,2,0,0,1,0,2,1,1,0,0,3,0,0.05212279736145716,True
2,1,1,2,0,0,0,3,0,0,1,0,1,0,3,0,0.0609359718475181,True
2,0,0,0,2,2,0,2,1,1,0,2,0,0,1,1,0.031305150220653374,True
2,0,3,0,1,0,2,1,0,1,0,1,2,0,0,1,0.052462535261185245,True
2,2,0,1,1,0,2,0,1,1,0,1,1,0,2,0,0.08656966703413077,True
2,0,2,0,1,1,2,0,1,1,0,0,1,0,1,2,0.08573715244923004,True
2,1,2,1,0,0,0,0,1,1,2,0,3,0,0,1,0.04849659815606137,True
2,0,1,0,3,0,0,0,3,0,1,1,0,0,2,1,0.03829511957297489,True
2,1,1,0,2,0,0,0,1,1,2,1,0,3,0,0,0.06241588950407067,True
2,2,0,1,1,0,1,1,1,1,0,2,0,0,0,2,0.08760056426778133,True
2,0,0,2,0,2,1,0,0,2,1,1,1,0,0,2,0.8992227804836708,False
2,3,0,0,0,1,2,1,0,0,1,0,0,1,0,3,0.8998754159158712,False
2,2,1,0,0,1,0,0,1,3,0,1,1,0,0,2,0.027705418931378966,True
2,1,0,2,0,1,0,1,3,0,0,1,0,1,0,2,0.9366357874835107,False
2,2,2,0,0,0,0,1,1,2,0,0,0,0,1,3,0.017931600808555975,True
2,0,0,3,0,1,0,1,0,3,0,0,4,0,0,0,0.0510118692699382,True
2,0,0,1,2,1,0,0,0,3,1,3,0,0,0,1,0.9378465390175179,False
2,0,2,0,2,0,3,0,0,1,0,1,1,0,2,0,0.06782216638215159,True
2,0,0,0,3,1,2,0,0,2,0,1,2,0,0,1,0.050887392998228136,True
2,1,0,2,0,1,2,0,1,0,1,1,0,3,0,0,0.9558261506303267,False
2,1,0,1,2,0,1,0,0,1,2,1,1,0,2,0,0.04022224758137666,True
2,0,0,1,1,2,3,0,0,1,0,0,1,0,0,3,0.8805953858878284,False
2,2,0,0,1,1,2,1,0,1,0,2,0,0,0,2,0.13842998622260064,True
2,3,0,0,0,1,0,0,0,4,0,2,2,0,0,0,0.05333509003315573,True
2,0,0,1,3,0,0,1,1,0,2,1,1,1,0,1,0.027705418931378963,True
2,1,0,2,0,1,2,0,0,1,1,0,4,0,0,0,0.08198398739661111,True
2,0,1,0,3,0,0,1,0,3,0,0,2,0,0,2,0.02333055555555562,True
2,0,0,2,2,0,1,1,1,1,0,1,0,0,0,3,0.028096135744838775,True
2,1,1,2,0,0,0,2,1,0,1,0,0,1,0,3,0.9042605366408012,False
2,0,0,1,0,3,1,0,0,3,0,0,0,0,1,3,-0.02233193399722682,True
2,0,1,0,2,1,0,1,3,0,0,1,2,1,0,0,0.08835754500327203,True
2,0,1,3,0,0,1,2,1,0,0,0,1,1,0,2,0.07263320052417176,True
2,1,3,0,0,0,0,3,0,1,0,0,2,0,1,1,0.052297348024691395,True
2,0,0,0,0,4,0,0,1,3,0,0,1,1,1,1,-0.011673151124560681,True
2,0,0,0,4,0,0,3,1,0,0,2,1,0,0,1,0.0477470921430127,True
2,0,0,1,3,0,0,2,1,0,1,2,0,1,1,0,0.05725125932788933,True
2,0,1,1,2,0,2,1,1,0,0,0,0,4,0,0,0.0921891176488969,True
2,0,0,2,1,1,2,0,1,0,1,1,0,2,1,0,0.9519300676506899,False
2,1,1,0,2,0,2,0,2,0,0,0,3,1,0,0,0.08077865733495476,True
2,1,0,2,0,1,1,0,1,2,0,3,0,1,0,0,0.6284658076495366,False
2,0,1,1,0,2,3,0,0,1,0,1,0,0,0,3,0.8854363548597174,False
2,0,3,0,0,1,0,2,1,0,1,0,0,0,2,2,0.9075346439647138,False
2,2,0,0,0,2,2,1,0,0,1,0,4,0,0,0,0.05981174626633146,True
2,1,0,2,0,1,3,0,0,0,1,1,0,0,3,0,0.6084658076495365,False
2,2,1,1,0,0,1,2,0,0,1,0,0,1,1,2,0.81893605753781,False
2,1,0,0,3,0,0,3,0,1,0,0,0,3,1,0,0.06618310533548337,True
2,0,1,0,3,0,0,2,1,0,1,0,2,1,0,1,0.03420763106935939,True
2,0,3,0,0,1,2,0,1,1,0,0,1,1,0,2,0.14887461231175345,True
2,0,0,3,0,1,4,0,0,0,0,2,2,0,0,0,0.9607588986273738,False
2,1,1,0,1,1,1,2,0,1,0,1,2,0,0,1,0.04752447601552724,True
2,1,2,1,0,0,1,0,2,0,1,1,0,0,3,0,0.07218911764889686,True
2,0,0,2,1,1,0,3,0,0,1,0,1,1,1,1,0.9392012412241691,False
2,2,1,0,0,1,0,0,1,3,0,1,0,1,1,1,0.04730582456976499,True
2,0,0,1,2,1,2,0,0,0,2,1,2,0,0,1,0.9184944149326382,False
2,2,0,0,0,2,0,1,1,0,2,1,2,1,0,0,0.9005407461091769,False
2,2,0,2,0,0,0,0,0,3,1,1,0,2,0,1,0.958362830430588,False
2,1,1,0,2,0,0,1,0,0,3,1,0,1,0,2,0.002415889532443292,True
2,0,2,2,0,0,2,1,0,1,0,2,1,0,1,0,0.07917708937822965,True
2,1,1,2,0,0,0,2,0,2,0,1,2,0,0,1,0.056115145167057644,True
2,2,0,0,0,2,0,2,2,0,0,1,0,0,1,2,0.136847163801049,True
2,0,3,0,0,1,0,1,1,2,0,1,0,2,1,0,0.058497786118297285,True
2,0,1,1,1,1,1,0,1,2,0,1,1,1,0,1,0.06800317112746389,True
2,0,0,2,1,1,0,0,3,0,1,0,0,2,1,1,0.9342488565856901,False
2,0,0,2,1,1,0,0,0,1,3,0,1,1,0,2,0.8789973614443005,False
2,4,0,0,0,0,1,3,0,0,0,2,1,1,0,0,0.1019600658123461,True
2,0,0,2,2,0,0,1,1,0,2,0,0,1,1,2,0.04848801510610684,True
2,0,0,0,0,4,2,0,2,0,0,0,1,2,0,1,0.8979723763943539,False
2,0,0,0,4,0,0,1,0,2,1,1,0,0,2,1,0.029624341526168017,True
2,1,1,0,1,1,1,1,0,0,2,0,0,2,2,0,0.12187554402708092,True
2,0,0,1,0,3,0,1,1,2,0,1,0,1,0,2,0.02760056426778143,True
2,1,0,2,0,1,0,0,3,0,1,0,0,0,4,0,0.11997463294020423,True
2,0,0,2,1,1,0,0,1,0,3,0,0,0,0,4,0.8379534519172669,False
2,0,1,3,0,0,0,1,1,2,0,1,1,2,0,0,0.08363034315581057,True
2,2,1,0,1,0,0,0,3,1,0,0,4,0,0,0,0.07660898680556318,True
2,1,0,0,2,1,3,0,1,0,0,0,0,2,0,2,0.9387595856710463,False
2,1,0,0,1,2,0,1,0,2,1,0,0,1,3,0,0.03682274629115945,True
2,2,0,1,1,0,0,3,1,0,0,0,1,1,1,1,0.06485015561074746,True
2,3,0,0,0,1,0,0,3,0,1,2,1,1,0,0,0.9592436887431981,False
2,0,2,1,0,1,1,0,0,1,2,0,0,0,4,0,0.027436512235107437,True
2,1,1,2,0,0,1,0,2,1,0,0,1,1,1,1,0.12364671968070542,True
2,2,0,2,0,0,2,0,0,2,0,1,1,0,0,2,0.16136228911061307,True
2,3,0,0,0,1,1,0,1,0,2,1,0,0,2,1,0.9185123282616934,False
2,1,2,0,0,1,1,2,1,0,0,0,2,2,0,0,0.07310292912861785,True
2,1,0,1,0,2,1,0,1,2,0,0,2,0,1,1,0.04983591698472439,True
2,0,2,2,0,0,2,0,1,1,0,0,1,1,0,2,0.07006326389241074,True
2,0,1,1,0,2,0,0,0,4,0,0,0,2,1,1,0.014158359180370063,True
2,0,0,1,2,1,0,1,0,0,3,0,1,0,3,0,0.011216094061976394,True
2,0,0,3,1,0,2,0,0,2,0,0,1,0,1,2,0.04832684887543923,True
2,0,1,1,0,2,0,0,2,0,2,1,0,0,1,2,0.8782445569037979,False
2,1,0,2,0,1,1,0,1,1,1,0,2,2,0,0,0.9284494003083034,False
2,2,1,0,0,1,2,0,0,0,2,1,2,0,1,0,0.13740130769292763,True
2,0,1,0,0,3,1,0,0,3,0,0,2,0,1,1,-0.000877757104357082,True
2,2,0,2,0,0,0,0,0,4,0,1,1,0,1,1,0.054530360756177544,True
2,0,1,1,1,1,1,1,2,0,0,0,1,3,0,0,0.17617483351273444,True
2,1,0,3,0,0,0,0,1,3,0,0,0,1,1,2,0.05766806600277305,True
2,0,0,0,4,0,0,3,0,1,0,1,1,1,1,0,0.06399375,True
2,0,1,2,1,0,2,1,1,0,0,2,0,1,1,0,0.10052523390365967,True
2,1,1,2,0,0,1,0,1,2,0,2,0,0,2,0,0.08249129418505977,True
2,0,1,0,2,1,1,0,1,2,0,1,3,0,0,0,0.05868660374918057,True
2,1,0,1,1,1,0,1,2,1,0,0,0,0,0,4,0.09847606631497882,True
2,0,1,1,2,0,0,3,0,1,0,1,2,1,0,0,0.06804930555555555,True
2,0,0,2,2,0,2,1,0,1,0,1,0,2,0,1,0.0680961357448387,True
2,0,1,0,3,0,0,0,1,0,3,0,1,0,2,1,-0.004138186086281436,True
2,0,2,2,0,0,3,0,0,0,1,2,1,1,0,0,0.1554369351091678,True
2,1,0,0,0,3,0,2,0,0,2,0,1,2,1,0,0.35094377374237423,True
2,1,2,1,0,0,0,0,0,4,0,0,0,0,1,3,0.009535399773552182,True
2,1,1,0,1,1,1,0,2,1,0,1,1,0,2,0,0.0706771064485358,True
2,1,0,2,1,0,0,0,0,0,4,0,0,3,1,0,0.839291457354175,False
2,2,1,0,0,1,2,2,0,0,0,0,2,0,0,2,0.05788876716132534,True
2,0,2,0,2,0,0,1,0,3,0,1,0,2,0,1,0.045215972222222255,True
2,2,2,0,0,0,1,0,0,0,3,3,0,1,0,0,0.595767285979828,False
2,1,1,2,0,0,3,0,1,0,0,0,2,0,0,2,0.9434000092876675,False
2,2,0,0,0,2,0,0,1,0,3,2,0,1,0,1,0.8788575746566757,False
2,1,0,0,2,1,3,1,0,0,0,2,0,1,0,1,0.9456511124032526,False
2,0,0,1,0,3,1,0,0,1,2,1,0,2,0,1,0.8785546668859656,False
2,0,0,0,2,2,1,2,0,1,0,0,0,1,3,0,0.03341646923771428,True
2,2,0,2,0,0,1,2,1,0,0,2,0,1,1,0,0.17569615139661413,True
2,0,2,1,1,0,1,0,1,1,1,0,2,1,0,1,0.051979682904636795,True
2,2,0,0,2,0,0,3,1,0,0,1,0,0,3,0,0.06845813223946548,True
2,0,0,0,4,0,0,2,1,1,0,0,3,0,1,0,0.06399375,True
2,1,1,2,0,0,0,3,1,0,0,0,0,0,0,4,0.01610263349784058,True
2,3,0,1,0,0,0,2,1,1,0,0,0,1,0,3,0.07383042176660229,True
2,0,2,1,0,1,2,0,0,2,0,0,2,2,0,0,0.0677737137647887,True
2,1,1,2,0,0,0,0,0,0,4,2,0,0,0,2,0.871215063418683,False
2,0,0,1,1,2,0,0,2,0,2,1,0,0,0,3,0.8579534519172669,False
