m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
2,0,0,3,1,0,0,1,1,2,0,0,0,2,1,1,0.062052283062933755,True
2,1,0,0,2,1,0,0,2,1,1,1,1,1,0,1,0.938884027525694,False
2,0,1,0,0,3,1,0,0,0,3,0,0,1,3,0,0.06332058816520812,True
2,1,0,2,1,0,0,0,0,3,1,0,2,2,0,0,0.08435954867176905,True
2,2,1,0,0,1,2,1,0,1,0,0,0,3,0,1,0.15846071147341406,True
2,0,0,0,1,3,0,0,1,2,1,0,4,0,0,0,0.018052832862704114,True
2,0,0,0,0,4,0,0,1,0,3,0,0,3,0,1,0.8377179499370921,False
2,0,2,0,2,0,3,0,0,1,0,0,0,0,0,4,-0.001883026200510887,True
2,1,1,1,0,1,3,0,0,1,0,0,4,0,0,0,0.07294027359698876,True
2,2,1,0,1,0,2,0,2,0,0,1,0,2,1,0,0.16978647144779913,True
2,1,3,0,0,0,1,0,2,1,0,1,1,0,2,0,0.07444959735574129,True
2,1,0,2,1,0,1,0,1,1,1,0,2,2,0,0,0.1250557780006323,True
2,1,1,0,1,1,1,2,0,0,1,1,1,1,0,1,0.9372657854602178,False
2,0,0,1,2,1,1,1,0,0,2,1,0,2,0,1,0.918997361444301,False
2,0,0,3,0,1,0,0,0,0,4,2,0,1,0,1,0.8774264579157717,False
2,1,2,0,0,1,0,1,0,2,1,0,0,0,3,1,0.21895990140552854,True
2,0,1,0,0,3,3,0,1,0,0,1,0,0,0,3,0.8796966426956889,False
2,0,3,0,0,1,1,1,0,2,0,2,0,0,2,0,0.053278037635328464,True
2,2,0,2,0,0,3,0,0,0,1,1,2,0,1,0,0.6379318940552967,False
2,0,1,3,0,0,0,0,0,0,4,1,0,1,2,0,0.2302427966714433,False
2,0,0,0,2,2,1,1,0,1,1,0,0,1,0,3,0.8787549767368183,False
2,1,0,1,2,0,2,0,0,1,1,0,2,1,1,0,0.06289160603047785,True
2,2,1,0,1,0,1,2,0,0,1,0,0,2,1,1,0.07644048996425562,True
2,1,0,3,0,0,1,3,0,0,0,2,0,2,0,0,0.13580310776751908,True
2,0,0,3,0,1,1,1,1,1,0,1,0,0,2,1,0.10295652791258983,True
2,0,1,3,0,0,0,1,0,3,0,3,0,0,1,0,0.07288982329508563,True
2,2,2,0,0,0,0,0,0,4,0,0,1,0,1,2,0.02864046260334338,True
2,2,1,1,0,0,0,0,2,2,0,1,0,0,3,0,0.07496332795497819,True
2,2,0,1,1,0,0,1,1,2,0,2,0,0,2,0,0.0722997530329525,True
2,0,0,4,0,0,2,1,0,0,1,4,0,0,0,0,0.9771128178087128,False
2,0,2,2,0,0,0,3,0,0,1,0,2,0,2,0,0.05699022058510605,True
2,0,1,1,2,0,0,0,2,2,0,0,0,3,1,0,0.07010140587626941,True
2,2,0,0,0,2,0,0,0,3,1,0,1,1,1,1,0.9167112713100785,False
2,1,0,1,2,0,1,1,1,1,0,1,0,0,0,3,0.028096135744838775,True
2,0,2,1,0,1,0,3,0,1,0,2,0,2,0,0,0.06428499643922042,True
2,0,1,0,0,3,0,1,0,2,1,3,1,0,0,0,0.9009311450687428,False
2,2,1,0,1,0,0,0,2,2,0,1,0,2,0,1,0.0680961357448387,True
2,0,2,1,0,1,0,0,1,3,0,1,0,2,1,0,0.05725125932788933,True
2,1,1,1,0,1,1,1,1,0,1,2,0,0,0,2,0.9192962702181623,False
2,0,2,1,1,0,0,2,1,0,1,0,3,1,0,0,0.0576778792563837,True
2,0,0,4,0,0,1,0,0,2,1,0,0,2,2,0,0.41234486984520663,True
2,0,0,4,0,0,0,0,2,2,0,1,0,2,1,0,0.15997463294020428,True
2,0,1,3,0,0,0,0,4,0,0,1,1,0,2,0,0.13192592140729426,True
2,0,1,0,1,2,1,0,1,1,1,1,1,1,0,1,0.9193350725054178,False
2,0,0,0,0,4,1,0,1,0,2,0,0,1,2,1,0.8583729025788402,False
2,3,1,0,0,0,0,1,3,0,0,1,1,1,1,0,0.1149224900220729,True
2,1,3,0,0,0,1,0,1,1,1,1,1,0,1,1,0.05272001107147721,True
2,0,1,0,1,2,3,0,0,1,0,0,2,1,0,1,0.1499540179463964,True
2,0,0,3,1,0,1,1,2,0,0,0,0,0,1,3,0.15572889750783597,True
2,3,1,0,0,0,2,0,1,0,1,1,0,1,1,1,0.9485895774569092,False
2,0,1,0,3,0,1,0,0,2,1,0,2,1,0,1,0.03420763106930382,True
2,2,1,1,0,0,2,0,1,0,1,0,1,0,3,0,0.07908536848282602,True
2,1,0,0,1,2,0,1,0,3,0,0,0,0,4,0,0.02453517632856127,True
2,1,0,1,1,1,1,0,1,0,2,2,2,0,0,0,0.9131253806523687,False
2,0,1,0,0,3,1,0,0,0,3,2,1,0,0,1,0.8591863977497718,False
2,0,2,0,2,0,2,1,1,0,0,1,0,0,2,1,0.05581431566916102,True
2,1,1,1,0,1,0,0,1,2,1,1,0,2,0,1,0.9384472003607409,False
2,0,1,1,0,2,0,2,0,1,1,0,2,1,0,1,0.9165907714979574,False
2,0,0,1,1,2,0,1,2,0,1,2,1,0,1,0,0.39470219632014647,True
2,1,1,2,0,0,1,0,0,3,0,0,1,1,1,1,0.05854249533113952,True
2,0,0,0,2,2,1,1,2,0,0,1,0,2,1,0,0.14819242562332502,True
2,1,3,0,0,0,2,0,2,0,0,1,0,3,0,0,0.13547901125408865,True
2,1,1,2,0,0,1,1,2,0,0,0,0,2,0,2,0.621574132799132,False
2,3,0,1,0,0,1,0,0,1,2,1,0,0,1,2,0.9189069433984366,False
2,0,1,3,0,0,1,1,2,0,0,0,0,3,0,1,0.6431372123558412,False
2,0,1,0,1,2,1,0,1,2,0,0,0,1,1,2,0.027331664718164412,True
2,1,0,0,3,0,2,0,1,0,1,0,1,1,1,1,0.04832684887543923,True
2,0,1,0,2,1,2,0,0,1,1,2,1,0,0,1,0.9378093798426869,False
2,1,0,0,2,1,0,1,0,3,0,0,2,0,1,1,0.03264374836719588,True
2,0,2,0,2,0,0,2,0,0,2,0,0,0,1,3,-0.021288545322637183,True
2,1,1,0,1,1,0,0,3,1,0,0,1,0,3,0,0.06025391205138411,True
2,1,1,1,0,1,1,3,0,0,0,0,1,1,2,0,0.05910974842799667,True
2,0,0,1,2,1,0,0,3,0,1,1,1,0,0,2,0.9182095603186015,False
2,2,0,2,0,0,0,1,2,0,1,0,0,1,1,2,0.9369134441433755,False
2,0,1,0,0,3,3,0,0,0,1,1,0,2,1,0,0.9131043869713494,False
2,2,0,0,0,2,0,1,1,0,2,1,2,0,0,1,0.8988573767084389,False
2,0,3,0,0,1,0,0,0,4,0,0,1,0,0,3,-0.009236363141399166,True
2,0,2,2,0,0,1,1,2,0,0,2,1,0,1,0,0.09058168491946023,True
2,1,0,0,3,0,0,1,2,0,1,1,1,1,0,1,0.04770541893137893,True
2,0,0,2,2,0,2,0,1,1,0,1,1,1,0,1,0.07814144860379774,True
2,1,0,0,0,3,2,0,0,1,1,1,1,0,2,0,0.11395091110770399,True
2,0,0,0,1,3,0,1,0,0,3,0,0,4,0,0,0.8786666794211117,False
2,0,0,2,1,1,0,1,0,0,3,2,1,0,1,0,0.37248065058037416,True
2,3,0,0,0,1,0,2,1,0,1,0,0,0,2,2,0.9183008844524352,False
2,2,1,0,0,1,1,0,0,0,3,0,0,3,0,1,0.8989570148798232,False
2,0,1,2,1,0,1,1,1,1,0,2,1,0,0,1,0.06602771344242665,True
2,2,0,0,0,2,1,0,0,3,0,0,1,0,1,2,0.008326848875439288,True
2,0,0,3,0,1,1,0,1,2,0,0,0,1,3,0,0.06326272953053562,True
2,3,1,0,0,0,0,1,2,1,0,1,2,0,0,1,0.07913875812964301,True
2,0,0,0,2,2,1,1,2,0,0,3,1,0,0,0,0.14943265655346852,True
2,3,0,1,0,0,2,1,0,1,0,0,0,1,3,0,0.08809613574483868,True
2,3,0,0,1,0,3,1,0,0,0,0,1,0,0,3,0.1565044799445343,True
2,0,2,0,1,1,0,1,0,0,3,0,1,2,1,0,0.062311889476999456,True
2,0,1,2,1,0,0,0,0,0,4,2,0,0,2,0,0.02769508483621005,True
2,1,0,1,1,1,0,1,0,0,3,0,0,1,0,3,0.8593094563405399,False
2,0,1,0,1,2,0,2,0,1,1,0,1,1,1,1,0.9116059807693376,False
2,0,0,2,2,0,0,3,0,1,0,0,0,0,4,0,0.06399375,True
2,0,0,2,1,1,0,1,0,0,3,2,2,0,0,0,0.378389898725552,True
2,1,0,0,3,0,1,1,0,1,1,4,0,0,0,0,0.0669322188268681,True
2,0,1,1,2,0,1,3,0,0,0,0,0,0,0,4,-0.004969902812832604,True
2,0,3,0,0,1,1,0,0,3,0,0,0,1,0,3,0.001900041859252124,True
2,3,0,0,1,0,1,0,0,2,1,3,1,0,0,0,0.16562144753882296,True
2,2,0,0,1,1,0,1,0,2,1,2,1,0,1,0,0.10130272938500397,True
2,1,0,1,1,1,3,0,0,1,0,1,1,0,0,2,0.9205953858878283,False
2,3,1,0,0,0,3,0,0,0,1,0,2,0,1,1,0.8293185720747289,False
2,0,0,3,0,1,0,0,1,0,3,0,2,2,0,0,0.9069919057467037,False
2,0,0,0,4,0,0,1,3,0,0,0,1,0,3,0,0.06355063778837539,True
2,1,0,0,3,0,0,2,0,2,0,0,1,0,2,1,0.04522040603328384,True
2,0,2,0,2,0,1,1,0,0,2,1,0,0,0,3,-0.014736315459441804,True
2,0,1,0,1,2,1,3,0,0,0,0,0,2,0,2,0.018187251913133733,True
2,0,3,0,1,0,0,3,1,0,0,1,1,1,0,1,0.0516557274901104,True
2,0,1,1,1,1,1,2,0,0,1,2,0,1,0,1,0.9396338264053392,False
2,0,0,2,1,1,0,3,0,1,0,1,3,0,0,0,0.05484031391561936,True
2,0,1,0,3,0,3,1,0,0,0,0,2,0,1,1,0.052208075368235185,True
2,0,0,2,0,2,0,4,0,0,0,0,1,3,0,0,0.04713319247782936,True
2,1,1,0,2,0,3,0,0,0,1,0,1,1,1,1,0.05393224929401004,True
2,1,2,1,0,0,0,1,1,0,2,1,0,1,1,1,0.0833260505372538,True
2,2,0,0,0,2,1,1,1,0,1,0,0,0,3,1,0.9172242313870431,False
2,0,3,0,0,1,0,0,2,0,2,0,4,0,0,0,0.03882891407439986,True
2,0,1,0,0,3,3,1,0,0,0,0,0,4,0,0,0.9292638865043877,False
2,1,2,0,1,0,0,0,1,3,0,1,0,2,0,1,0.050901854588659784,True
2,0,0,2,2,0,1,1,0,1,1,1,0,2,0,1,0.08699089775824183,True
2,0,4,0,0,0,0,1,0,3,0,0,2,1,0,1,0.049076667875999964,True
2,1,0,0,0,3,0,0,0,1,3,0,0,3,0,1,0.8588163516340167,False
2,1,1,1,0,1,0,2,1,0,1,1,1,1,0,1,0.9395894419378987,False
2,0,0,3,1,0,0,1,0,0,3,0,1,2,0,1,0.9029253840720513,False
2,3,0,1,0,0,1,0,1,0,2,2,1,0,1,0,0.9443770538130558,False
2,0,0,3,0,1,3,0,1,0,0,1,0,3,0,0,0.9736794787659341,False
2,1,0,0,1,2,0,4,0,0,0,0,0,3,0,1,0.028924625556071205,True
2,0,0,1,1,2,0,1,1,2,0,1,0,1,1,1,0.03288613752552573,True
2,1,1,1,1,0,0,1,2,1,0,1,0,3,0,0,0.0921891176488969,True
2,3,1,0,0,0,1,2,0,0,1,2,1,0,0,1,0.8341511054918598,False
2,0,1,0,1,2,0,3,1,0,0,0,0,0,1,3,-0.007506829063054032,True
2,3,0,0,0,1,0,1,1,0,2,0,1,0,1,2,0.8992477958945967,False
2,0,1,0,3,0,1,1,1,0,1,0,4,0,0,0,0.049972663042953926,True
2,0,0,1,1,2,1,1,0,2,0,0,3,0,0,1,0.023874591891697546,True
2,1,2,1,0,0,2,0,1,0,1,0,1,2,1,0,0.09482701810900923,True
2,2,0,0,1,1,1,1,0,0,2,2,0,1,1,0,0.9298834820796271,False
2,2,2,0,0,0,1,0,0,1,2,1,0,0,0,3,0.09520631720673653,True
2,1,3,0,0,0,3,0,0,1,0,0,2,1,1,0,0.07556796893166401,True
2,1,0,1,0,2,0,0,2,2,0,1,0,1,0,2,0.5684658076495367,False
2,1,2,0,1,0,1,0,1,1,1,0,0,2,2,0,0.061205186267110405,True
2,0,0,2,1,1,0,0,2,0,2,0,2,2,0,0,0.9164244641843671,False
2,0,0,2,2,0,0,1,1,2,0,0,0,1,2,1,0.05069916776189307,True
2,0,0,2,1,1,1,0,0,1,2,2,1,1,0,0,0.9343792699704875,False
2,0,0,0,1,3,1,3,0,0,0,3,0,0,0,1,0.02665493408940238,True
2,0,1,0,2,1,2,1,0,0,1,2,1,1,0,0,0.9338131614058075,False
2,3,0,0,0,1,3,1,0,0,0,0,1,0,0,3,0.9054222518559701,False
2,1,2,0,0,1,0,0,0,1,3,0,1,3,0,0,0.9090196553246592,False
2,0,0,0,0,4,1,3,0,0,0,3,1,0,0,0,0.021453552066763904,True
2,1,0,3,0,0,0,3,0,0,1,3,0,1,0,0,0.9782856365343207,False
2,0,0,1,0,3,2,0,0,2,0,0,1,1,2,0,0.026569667034130866,True
2,3,0,1,0,0,0,2,1,0,1,0,1,2,0,1,0.9588598010638515,False
2,0,0,2,0,2,1,1,0,1,1,0,1,0,2,1,0.9177615816593448,False
2,3,0,0,0,1,1,1,0,0,2,0,0,1,1,2,0.8993912023571756,False
2,1,3,0,0,0,2,1,1,0,0,1,1,1,0,1,0.06930003833082682,True
2,0,1,1,2,0,1,1,0,2,0,0,0,4,0,0,0.07090185458865975,True
2,1,0,2,1,0,0,3,0,0,1,4,0,0,0,0,0.8539528482648544,False
2,0,1,0,0,3,1,0,0,2,1,1,0,0,3,0,0.027201267771060054,True
2,2,1,0,0,1,1,0,0,2,1,0,3,1,0,0,0.07780625869782051,True
2,0,2,0,2,0,0,0,0,0,4,1,1,2,0,0,0.0036303431558106923,True
2,0,2,0,2,0,1,0,1,0,2,3,0,0,0,1,0.032189117648896995,True
2,0,0,0,4,0,2,0,1,1,0,2,1,0,1,0,0.06573792917295365,True
2,0,0,1,2,1,1,1,0,0,2,0,0,0,0,4,0.8593295049403907,False
2,2,0,1,0,1,1,0,2,0,1,1,0,0,3,0,0.6084658076495365,False
2,1,1,0,0,2,0,0,3,1,0,0,0,0,0,4,0.8669483222016666,False
2,1,0,3,0,0,0,1,2,1,0,1,2,0,0,1,0.12429586041362999,True
2,1,1,0,0,2,0,0,0,1,3,0,0,3,0,1,0.8791226873571576,False
2,2,0,0,0,2,2,1,0,1,0,0,2,0,0,2,0.06423737568055156,True
2,0,0,2,1,1,3,0,1,0,0,3,0,0,0,1,0.9579534519172676,False
2,0,1,1,0,2,1,2,0,1,0,0,1,0,0,3,-0.0018777134704323348,True
2,2,1,0,1,0,0,0,0,0,4,0,1,1,0,2,0.09651500656348257,True
2,0,3,0,1,0,0,2,1,0,1,2,0,2,0,0,0.06428499643922042,True
2,1,1,2,0,0,1,1,0,2,0,1,0,0,3,0,0.07090185458865972,True
2,1,1,0,1,1,1,3,0,0,0,0,1,2,1,0,0.06192337065035889,True
2,3,1,0,0,0,0,4,0,0,0,0,0,3,1,0,0.07834091949567286,True
2,2,0,0,1,1,2,0,0,1,1,0,1,1,1,1,0.9380850381804392,False
2,0,1,0,2,1,1,1,0,0,2,2,0,0,0,2,0.89802704070174,False
2,0,0,0,0,4,1,1,0,0,2,0,2,0,0,2,0.8376372359290704,False
2,0,0,4,0,0,0,1,3,0,0,1,0,0,1,2,0.958842770174365,False
2,0,0,1,0,3,0,1,0,2,1,1,1,2,0,0,0.9095039247173271,False
2,1,2,1,0,0,1,0,2,0,1,0,0,0,4,0,0.06166716825045407,True
2,0,1,1,1,1,0,2,0,0,2,2,1,0,0,1,0.9167213223021561,False
2,0,4,0,0,0,0,1,0,0,3,1,2,1,0,0,0.01778265833338331,True
2,2,1,0,1,0,2,1,1,0,0,0,1,0,1,2,0.058870766913707996,True
2,1,0,1,2,0,1,2,0,0,1,2,2,0,0,0,0.0677737137647887,True
2,1,1,1,1,0,0,1,0,1,2,0,0,4,0,0,0.09833238501365237,True
2,0,0,3,1,0,0,0,0,2,2,0,1,0,1,2,0.12780765865041108,True
2,0,1,1,0,2,1,0,3,0,0,2,2,0,0,0,0.9374035824827744,False
2,0,0,0,1,3,0,2,2,0,0,0,0,1,1,2,0.04332605053850543,True
2,1,0,2,1,0,1,3,0,0,0,0,0,0,1,3,0.028998195324300813,True
2,2,0,0,0,2,2,1,0,0,1,1,0,0,2,1,0.9179161873808609,False
2,1,0,0,1,2,2,1,0,1,0,0,0,2,1,1,0.07998830647581368,True
2,1,3,0,0,0,0,3,0,0,1,0,1,1,0,2,0.028666068462007536,True
2,3,0,0,0,1,0,1,2,1,0,0,3,0,0,1,0.07948199184709082,True
2,1,0,0,0,3,0,0,4,0,0,0,3,1,0,0,0.6008158478074173,False
2,0,3,0,0,1,1,3,0,0,0,0,2,0,0,2,0.025570145784491728,True
2,2,0,2,0,0,0,0,3,1,0,2,2,0,0,0,0.31367247079501376,False
2,0,1,2,1,0,0,1,3,0,0,0,1,1,0,2,0.07007630765724501,True
2,0,2,1,1,0,0,1,0,0,3,0,1,0,1,2,-0.008281727752001596,True
2,1,2,0,0,1,0,0,0,4,0,1,0,0,0,3,-0.005880659257469182,True
2,0,1,3,0,0,0,1,0,3,0,1,3,0,0,0,0.07014067523575157,True
2,0,0,0,2,2,0,2,0,0,2,0,0,2,2,0,0.05484844386602697,True
2,0,0,1,1,2,1,1,1,0,1,1,2,0,1,0,0.07917730077386281,True
2,3,0,1,0,0,1,0,1,0,2,0,2,1,1,0,0.6182220465727767,False
2,0,2,1,0,1,1,0,2,1,0,1,3,0,0,0,0.07736670259095506,True
2,2,1,0,0,1,0,0,1,2,1,3,0,0,0,1,0.9393295049403908,False
2,1,3,0,0,0,0,0,1,1,2,1,0,0,3,0,0.037724887159910375,True
2,0,0,4,0,0,0,4,0,0,0,1,1,0,1,1,0.06668448281231815,True
2,1,0,0,0,3,1,0,3,0,0,1,2,1,0,0,0.9254164757083041,False
2,0,3,0,0,1,1,0,1,1,1,0,0,1,1,2,0.9190614583904849,False
2,0,1,2,1,0,0,0,1,0,3,0,0,0,0,4,0.5180828136796182,False
2,0,0,1,1,2,1,0,1,2,0,0,2,0,2,0,0.03588672418359619,True
2,1,0,0,1,2,2,0,2,0,0,1,0,0,0,3,0.8988163516340169,False
2,0,0,3,0,1,2,0,0,0,2,0,1,2,1,0,0.9244702924797827,False
2,0,3,0,1,0,2,1,0,1,0,1,1,0,1,1,0.05236397553332493,True
2,1,0,2,0,1,1,0,0,3,0,0,0,4,0,0,0.09989855995460704,True
2,0,0,3,0,1,0,0,0,1,3,0,1,0,1,2,0.8785815977293596,False
2,1,0,2,0,1,1,1,0,1,1,1,1,0,1,1,0.93894522905671,False
2,3,0,1,0,0,1,1,0,2,0,0,2,2,0,0,0.08729404040188331,True
2,1,0,0,0,3,0,2,0,1,1,1,1,1,1,0,0.11109632708221412,True
2,0,0,2,2,0,0,0,3,1,0,0,1,0,1,2,0.04832684887543923,True
2,0,1,0,0,3,0,0,1,0,3,0,1,3,0,0,0.8772837829670634,False
2,0,1,3,0,0,2,0,0,2,0,0,0,3,0,1,0.10760056426778129,True
2,0,0,2,0,2,4,0,0,0,0,1,0,2,1,0,0.9531953994815312,False
2,1,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0.048723603612418634,True
2,3,1,0,0,0,0,1,1,0,2,0,0,1,0,3,0.888498112715362,False
2,0,1,0,1,2,0,1,3,0,0,1,2,1,0,0,0.0810204430782113,True
2,0,3,0,1,0,1,0,3,0,0,1,1,0,1,1,0.06485015561074746,True
2,2,0,0,2,0,0,1,0,0,3,2,0,0,0,2,0.08332058816520796,True
2,0,0,1,3,0,2,1,0,0,1,1,2,1,0,0,0.05896949023866489,True
2,3,0,1,0,0,2,2,0,0,0,0,0,0,2,2,0.1040923414654812,True
2,0,1,1,2,0,1,0,0,0,3,0,1,0,1,2,-0.006067750705989862,True
2,1,0,0,2,1,0,0,1,0,3,0,0,1,2,1,0.8971767123354861,False
2,0,1,3,0,0,1,1,2,0,0,2,1,1,0,0,0.17912515987536964,True
2,3,1,0,0,0,3,0,0,0,1,0,0,2,0,2,0.9301468780629345,False
2,0,1,1,2,0,2,0,0,1,1,3,0,0,0,1,0.062415889504070676,True
2,1,1,1,1,0,1,1,1,1,0,1,2,0,0,1,0.06212353422103649,True
2,0,4,0,0,0,0,2,0,1,1,0,1,2,1,0,0.05620779825550119,True
2,0,0,0,0,4,0,1,1,1,1,0,2,0,2,0,0.0033835156695479363,True
2,0,0,0,1,3,3,0,0,0,1,2,0,1,0,1,0.8995668902341142,False
2,2,2,0,0,0,3,0,1,0,0,0,3,1,0,0,0.09524799114664262,True
2,1,0,0,3,0,0,2,1,0,1,1,0,0,2,1,0.03853069560890764,True
2,0,4,0,0,0,0,1,0,0,3,0,1,1,2,0,0.014405725115393906,True
2,0,2,1,0,1,0,0,1,0,3,3,1,0,0,0,0.9134293247443954,False
2,0,2,2,0,0,1,0,0,2,1,0,0,1,0,3,0.06174781361100412,True
2,0,1,0,3,0,1,0,0,0,3,0,1,0,2,1,-0.004138186086281436,True
2,0,4,0,0,0,0,0,1,1,2,0,3,0,0,1,0.020702409806229796,True
2,0,2,0,1,1,3,1,0,0,0,0,0,4,0,0,0.8618194329084836,False
2,0,0,0,0,4,1,0,3,0,0,1,1,0,2,0,0.5752626664205563,False
2,1,0,1,2,0,0,0,2,1,1,0,3,1,0,0,0.06526368447324857,True
2,0,1,0,2,1,1,2,0,1,0,1,0,0,2,1,0.043933701172549605,True
2,1,0,1,2,0,0,0,1,2,1,0,0,0,1,3,0.02733166471767752,True
2,1,1,0,0,2,0,2,1,0,1,1,0,0,0,3,0.8800032425263944,False
2,0,1,2,0,1,0,3,0,1,0,0,0,0,2,2,0.021540470503981862,True
2,3,1,0,0,0,0,0,3,1,0,1,1,1,0,1,0.19656234702064618,True
2,0,3,0,1,0,0,2,0,1,1,2,0,0,1,1,0.039280378031335945,True
2,0,2,1,0,1,1,0,1,2,0,0,4,0,0,0,0.057259388000029846,True
2,0,2,0,1,1,1,1,2,0,0,0,1,1,0,2,0.16307241096886527,True
2,2,0,0,2,0,0,2,1,1,0,2,0,0,0,2,0.03811697379948904,True
2,1,1,0,2,0,0,1,0,3,0,2,1,0,0,1,0.0457733218809009,True
2,0,0,2,2,0,2,1,1,0,0,0,1,2,1,0,0.08503003347085872,True
2,2,0,1,0,1,0,1,2,1,0,0,1,2,0,1,0.17657286060868913,True
2,0,1,3,0,0,2,1,0,1,0,0,1,2,1,0,0.08832578390212857,True
2,1,0,0,1,2,0,0,0,2,2,1,0,1,0,2,0.8788594595319155,False
2,0,1,1,1,1,0,1,2,0,1,1,1,2,0,0,0.9553852124600505,False
2,0,1,3,0,0,0,0,1,3,0,0,1,0,3,0,0.06695579923525138,True
2,0,0,2,0,2,1,3,0,0,0,0,3,0,0,1,0.0337904437906544,True
2,2,0,1,0,1,1,2,0,0,1,0,0,3,0,1,0.9384622096257486,False
2,3,0,1,0,0,0,1,0,2,1,0,0,0,1,3,0.9183040588964848,False
2,0,0,3,0,1,1,1,1,0,1,1,1,1,1,0,0.935699333772979,False
2,0,0,0,2,2,0,0,4,0,0,0,0,0,1,3,0.8977570168359377,False
2,0,0,1,0,3,0,1,0,1,2,0,3,0,0,1,0.8765247853863549,False
2,0,0,2,1,1,0,4,0,0,0,0,1,0,3,0,0.05137779981028562,True
2,0,0,0,1,3,0,0,0,1,3,0,0,3,1,0,0.8689202071710207,False
2,4,0,0,0,0,1,0,2,1,0,0,0,2,1,1,0.9635673977905298,False
2,0,2,0,0,2,0,1,0,2,1,2,1,0,0,1,0.9125316143369971,False
2,2,0,0,1,1,0,1,1,1,1,1,0,1,0,2,0.919222780483671,False
2,1,0,2,0,1,2,1,0,0,1,0,1,1,0,2,0.9190423712936565,False
2,0,3,0,0,1,0,0,1,2,1,4,0,0,0,0,0.9585878088070854,False
2,0,4,0,0,0,4,0,0,0,0,0,1,0,0,3,0.028306044027923215,True
2,0,0,0,2,2,0,0,1,0,3,0,0,3,1,0,0.889304866517147,False
2,4,0,0,0,0,1,0,0,2,1,0,0,3,1,0,0.9689202071710205,False
2,3,0,0,0,1,1,2,1,0,0,0,1,0,3,0,0.06363034315581058,True
2,0,0,0,0,4,0,2,1,0,1,0,0,0,3,1,0.8755369901210884,False
2,0,2,1,1,0,1,3,0,0,0,1,1,1,1,0,0.07090002961673987,True
2,0,1,0,3,0,1,1,0,0,2,1,0,0,1,2,-0.0019464140383253351,True
2,0,2,1,0,1,1,1,1,1,0,0,0,4,0,0,0.1183444937686653,True
2,2,1,0,1,0,0,1,1,2,0,0,0,4,0,0,0.07811697379948898,True
2,0,2,1,0,1,0,0,3,1,0,1,0,0,1,2,0.8106046209076289,False
2,1,1,0,0,2,0,0,2,0,2,1,0,2,0,1,0.8977513434726059,False
2,0,1,0,0,3,1,1,0,1,1,0,0,2,1,1,0.8989490045676138,False
2,0,0,1,0,3,0,1,1,0,2,0,1,2,0,1,0.878462209625748,False
2,1,3,0,0,0,3,0,1,0,0,1,0,2,0,1,0.11381450133256968,True
2,0,1,2,1,0,1,3,0,0,0,0,1,1,0,2,0.04014678688579616,True
2,1,0,0,3,0,1,0,0,1,2,1,0,3,0,0,0.055927824070700335,True
2,0,0,3,1,0,0,4,0,0,0,2,1,1,0,0,0.07829103349726882,True
2,1,1,0,2,0,0,3,1,0,0,0,0,2,0,2,0.035030097187167326,True
2,0,0,0,0,4,0,1,1,0,2,0,1,0,3,0,-0.00568384715750231,True
2,1,0,1,1,1,0,1,0,3,0,1,1,1,1,0,0.05213115998257312,True
2,2,0,0,2,0,2,1,0,0,1,0,0,1,3,0,0.05724388479105443,True
2,0,0,4,0,0,1,3,0,0,0,1,0,0,0,3,0.07547901125408875,True
2,0,1,0,3,0,0,0,2,2,0,1,0,1,2,0,0.062996520797221,True
2,0,1,0,1,2,0,1,2,1,0,1,1,1,1,0,0.0491896215199433,True
2,1,1,0,0,2,1,0,1,1,1,2,1,1,0,0,0.9325852468875777,False
2,1,3,0,0,0,2,1,0,0,1,1,2,0,1,0,0.059624286654778993,True
2,1,0,2,0,1,0,1,0,2,1,0,3,0,0,1,0.9365340915849918,False
2,1,1,1,1,0,1,2,1,0,0,2,1,1,0,0,0.08612292428390014,True
2,3,1,0,0,0,3,1,0,0,0,2,1,1,0,0,0.17278298027785813,True
2,3,1,0,0,0,3,1,0,0,0,0,2,1,1,0,0.09527015803112113,True
2,1,1,1,1,0,0,0,2,1,1,1,2,1,0,0,0.07910875851023391,True
2,3,0,1,0,0,0,2,1,0,1,0,0,2,2,0,0.41234486984520663,True
2,0,2,2,0,0,1,1,0,1,1,0,0,0,0,4,0.04073260467890621,True
2,0,2,0,1,1,0,0,0,2,2,1,1,0,1,1,0.9117513741170391,False
2,2,0,2,0,0,0,1,0,2,1,0,0,4,0,0,0.9773988397454675,False
2,0,0,1,2,1,1,0,3,0,0,1,1,0,1,1,0.9581974317697489,False
2,0,1,0,2,1,1,0,0,2,1,2,0,1,0,1,0.9376511919419266,False
2,0,1,0,3,0,1,2,1,0,0,0,3,0,0,1,0.050036009779972065,True
2,0,2,0,1,1,0,2,1,0,1,0,0,1,2,1,0.9302514258147495,False
2,0,1,0,2,1,0,1,0,0,3,0,1,0,3,0,0.00641274249171252,True
2,1,1,1,0,1,0,0,0,3,1,1,3,0,0,0,0.06709297158885452,True
